language,topic,user_query,bot_response,intent,source
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.7%
- Home: 4.2%
- Auto: 3.7%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $924.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 7.1%
- Home: 6.6%
- Auto: 6.1%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.5%
- Home: 6.0%
- Auto: 5.5%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $1007.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $595.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.5%
- Home: 5.0%
- Auto: 4.5%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $955.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $1580.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $8401.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #421165 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #392519 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7846.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $7174.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #450418 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 3.8%
- Home: 3.3%
- Auto: 2.8%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.5%
- Home: 4.0%
- Auto: 3.5%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $3826.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #890733 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $9530.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $1136.,account_balance,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $399.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #676932 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.0%
- Home: 5.5%
- Auto: 5.0%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #534960 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.4%
- Home: 3.9%
- Auto: 3.4%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #132524 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #998467 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #113726 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1817.,account_balance,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.4%
- Home: 6.9%
- Auto: 6.4%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #876609 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.4%
- Home: 6.9%
- Auto: 6.4%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #375124 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.0%
- Home: 3.5%
- Auto: 3.0%",loan_query,local_generation
en,account_balance,What's my current balance?,Your current balance is $3412.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #593707 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #482871 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #191035 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #663680 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #319186 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.1%
- Home: 3.6%
- Auto: 3.1%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $7879.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #662056 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.2%
- Home: 5.7%
- Auto: 5.2%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #324275 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #169798 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $8474.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.4%
- Home: 7.9%
- Auto: 7.4%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.0%
- Home: 7.5%
- Auto: 7.0%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #409952 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9152.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #795122 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #486526 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #920888 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #375717 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #956130 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $9318.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #558590 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #416871 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.8%
- Home: 4.3%
- Auto: 3.8%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #491630 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #820879 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $6895.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $3910.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.0%
- Home: 3.5%
- Auto: 3.0%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #584324 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #425723 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $4997.,account_balance,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9384.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 6.7%
- Home: 6.2%
- Auto: 5.7%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #957430 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 3.6%
- Home: 3.1%
- Auto: 2.6%",loan_query,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 6.7%
- Home: 6.2%
- Auto: 5.7%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.9%
- Home: 4.4%
- Auto: 3.9%",loan_query,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #386244 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #315943 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 8.3%
- Home: 7.8%
- Auto: 7.3%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $7264.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.6%
- Home: 4.1%
- Auto: 3.6%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,What's my current balance?,Your current balance is $1104.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $1210.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #876972 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $5423.,account_balance,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $3542.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.2%
- Home: 5.7%
- Auto: 5.2%",loan_query,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $6151.,account_balance,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.0%
- Home: 3.5%
- Auto: 3.0%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $2197.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $1902.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 7.5%
- Home: 7.0%
- Auto: 6.5%",loan_query,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 4.0%
- Home: 3.5%
- Auto: 3.0%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #667813 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #460174 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 5.4%
- Home: 4.9%
- Auto: 4.4%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.8%
- Home: 4.3%
- Auto: 3.8%",loan_query,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #999465 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.7%
- Home: 5.2%
- Auto: 4.7%",loan_query,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #141284 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.5%
- Home: 4.0%
- Auto: 3.5%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #944875 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #447939 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $2999.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 8.2%
- Home: 7.7%
- Auto: 7.2%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.8%
- Home: 6.3%
- Auto: 5.8%",loan_query,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,Why was my card declined?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #345418 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #344640 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.6%
- Home: 4.1%
- Auto: 3.6%",loan_query,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #364718 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $9821.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #617318 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #658334 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,What's my current balance?,Your current balance is $2780.,account_balance,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #966113 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3773.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #817844 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $4550.,account_balance,local_generation
en,account_balance,What's my current balance?,Your current balance is $435.,account_balance,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #850166 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $8036.,account_balance,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.6%
- Home: 5.1%
- Auto: 4.6%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #611258 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #245410 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #606738 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,account_balance,What's my current balance?,Your current balance is $8784.,account_balance,local_generation
en,account_balance,Why is my balance incorrect?,Your current balance is $494.,account_balance,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $6342.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 7.2%
- Home: 6.7%
- Auto: 6.2%",loan_query,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $7093.,account_balance,local_generation
en,fund_transfer,How do I send money to another bank?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,I see an unauthorized transaction.,Dispute case #846184 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What documents are needed for a car loan?,"Current interest rates:
- Personal: 4.8%
- Home: 4.3%
- Auto: 3.8%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 4.7%
- Home: 4.2%
- Auto: 3.7%",loan_query,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $9460.,account_balance,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.3%
- Home: 5.8%
- Auto: 5.3%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $3066.,account_balance,local_generation
en,transaction_dispute,Why was I charged twice?,Dispute case #135420 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,fund_transfer,What's the daily transfer limit?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,transaction_dispute,How do I report fraud?,Dispute case #580800 has been opened. Resolution in 10 business days.,transaction_dispute,local_generation
en,loan_query,What's the interest rate for a home loan?,"Current interest rates:
- Personal: 5.3%
- Home: 4.8%
- Auto: 4.3%",loan_query,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 5.6%
- Home: 5.1%
- Auto: 4.6%",loan_query,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,fund_transfer,Why did my transfer fail?,You can transfer money via our mobile app or online banking.,fund_transfer,local_generation
en,card_issues,My debit card isn't working!,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,card_issues,How do I block a lost card?,"For card issues, please call our 24/7 support at 1-800-BANK-HELP.",card_issues,local_generation
en,loan_query,How do I apply for a personal loan?,"Current interest rates:
- Personal: 6.8%
- Home: 6.3%
- Auto: 5.8%",loan_query,local_generation
en,account_balance,Can I get a mini-statement?,Your current balance is $1312.,account_balance,local_generation
